MemberID,Name,Parliament,Party,Date_Elected,Method_of_Election,Date_Vacated,Reason_for_Leaving,Electorate_List
1171,"O'CONNOR, Hon Damien",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,West Coast
1091,"O'REGAN, Hon Katherine",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Waipa
1172,"PECK, Mark",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Invercargill
1047,"PETERS, Rt Hon Winston",44,New Zealand First Party,6/11/1993,General election,11/10/1996,Re-elected,Tauranga
1173,"PETTIS, Jill",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Wanganui
1145,"QUIGLEY, Joy",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Western Hutt
1147,"REVELL, Ian",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Birkenhead
1068,"RICHARDSON, Ruth Margaret",44,New Zealand National Party,6/11/1993,General election,19/07/1994,Resigned,Selwyn
1113,"ROBERTSON, H V Ross",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Papatoetoe
1148,"ROBERTSON, John Struan",44,New Zealand National Party,6/11/1993,General election,27/06/1995,Change in affiliation,Papakura
1149,"ROGERS, Trevor Vicemar",44,New Zealand National Party,6/11/1993,General election,7/06/1995,Change in affiliation,Howick
1174,"ROY, Eric",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Awarua
1150,"RYALL, Tony",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Eastern Bay of Plenty
1115,"SHIPLEY, Jenny",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Rakaia
1159,"SIMICH, Hon Clem",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Tāmaki
1175,"SINCLAIR, Suzanne Mary",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Defeated,Titirangi
1151,"SMITH, Hon Dr Nick",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Tasman
1094,"SMITH, Lockwood",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Kaipara
1152,"SOWRY, Roger",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Kapiti
1095,"STOREY, Hon William Robson",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Retired,Waikato
1117,"SUTHERLAND, Larry",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Avon
1096,"SUTTON, Jim",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Timaru
1154,"SWAIN, Paul",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Eastern Hutt
1070,"TAPSELL, Peter Wilfred",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Defeated,Eastern Maori
1118,"TENNET, Patricia Elizabeth",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Retired,Island Bay
960,"TIRIKATENE-SULLIVAN, Tini Whetu Marama",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Defeated,Southern Maori
1157,"TIZARD, Judith",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Panmure
1071,"UPTON, Simon",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Raglan
978,"WĒTERE, Hon Koro Tainui",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Retired,Western Maori
1176,"WHITE, Jill",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Manawatu
1119,"WILLIAMSON, Maurice",44,New Zealand National Party,6/11/1993,General election,11/10/1996,Re-elected,Pakuranga
1177,"YATES, Dianne",44,New Zealand Labour Party,6/11/1993,General election,11/10/1996,Re-elected,Hamilton East
1178,"CARTER, David",44,New Zealand National Party,25/08/1994,By-election,11/10/1996,Re-elected,Selwyn
1111,"MEURANT, Alan Ross",44,,16/09/1994,Change in affiliation,11/10/1996,Defeated,Hobson
1079,"DUNNE, Peter",44,,12/10/1994,Change in affiliation,15/10/1994,Change in affiliation,Onslow
1079,"DUNNE, Peter",44,Future New Zealand (Dunne),16/10/1994,Change in affiliation,27/06/1995,Change in affiliation,Onslow
1149,"ROGERS, Trevor Vicemar",44,,8/06/1995,Change in affiliation,11/10/1996,Defeated,Howick
1149,"ROGERS, Trevor Vicemar",44,,8/06/1995,Change in affiliation,11/10/1996,Defeated,Howick
1075,"AUSTIN, Margaret Elizabeth",44,United New Zealand ,28/06/1995,Change in affiliation,11/10/1996,Defeated,Yaldhurst
1079,"DUNNE, Peter",44,United New Zealand ,28/06/1995,Change in affiliation,11/10/1996,Re-elected,Onslow
1167,"GARDINER, Pauline Mona",44,United New Zealand ,28/06/1995,General election,11/10/1996,Defeated,Wellington-Karori
1132,"HILT, Peter Malcolm",44,United New Zealand ,28/06/1995,Change in affiliation,11/10/1996,Defeated,Glenfield
1087,"MATTHEWSON, Clive Denby",44,United New Zealand ,28/06/1995,Change in affiliation,11/10/1996,Defeated,Dunedin West
1148,"ROBERTSON, John Struan",44,United New Zealand ,28/06/1995,Change in affiliation,11/10/1996,Defeated,Papakura
1124,"CLIFFE, Bruce Windsor",44,United New Zealand ,29/06/1995,Change in affiliation,11/10/1996,Retired,North Shore
1135,"LAWS, Michael Brian",44,New Zealand First Party,6/03/1996,Change in affiliation,30/04/1996,Resigned,Hawkes Bay
1080,"ELDER, Jack",44,New Zealand First Party,3/04/1996,Change in affiliation,11/10/1996,Re-elected,Henderson
1138,"MCCARDLE, Peter",44,New Zealand First Party,3/04/1996,Change in affiliation,11/10/1996,Re-elected,Heretaunga
1065,"LEE, Graeme Ernest",44,Christian Democrat Party,1/07/1996,Change in affiliation,11/10/1996,Defeated,Matakana
1179,"ANAE, Arthur",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Defeated,List
1074,"ANDERTON, Hon Jim",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,Wigram
1180,"AWATERE HUATA, Donna",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,List
1057,"BANKS, John",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,Whangārei
1161,"BARKER, Rick",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Tukituki
1181,"BARNETT, Tim",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Christchurch Central
1182,"BATTEN, Reverend Ann",45,New Zealand First Party,12/10/1996,General election,18/08/1998,Change in affiliation,List
986,"BIRCH, Bill",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,Port Waikato
1183,"BLOXHAM, Jenny",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Defeated,List
987,"BOLGER, Jim",45,New Zealand National Party,12/10/1996,General election,6/04/1998,Resigned,Taranaki-King Country
1122,"BRADFORD, Max",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Rotorua
1058,"BRAYBROOKE, Geoff",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Napier
1184,"BROWN, Peter",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Re-elected,List
1185,"BROWNLEE, Hon Gerry",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Ilam
1186,"BUNKLE, Phillida",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1162,"BURTON, Mark",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Taupō
1178,"CARTER, David",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Banks Peninsula
1101,"CARTER, John",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Northland
1060,"CLARK, Helen",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Owairaka
1187,"CORKERY, Pam",45,Alliance,12/10/1996,General election,26/11/1999,Retired,List
1102,"CREECH, Wyatt",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Wairarapa
1061,"CULLEN, Hon Sir Michael",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Dunedin South
1125,"DALZIEL, Lianne",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1188,"DELAMERE, Tuariki John",45,New Zealand First Party,12/10/1996,General election,17/08/1998,Change in affiliation,Te Tai Rawhiti
1189,"DONALD, Rod",45,Alliance,12/10/1996,General election,8/09/1999,Re-elected,List
1190,"DONNELLY, Brian",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Re-elected,List
1079,"DUNNE, Peter",45,United New Zealand ,12/10/1996,General election,26/11/1999,Re-elected,Ohariu-Belmont
1104,"DUYNHOVEN, Harry",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,New Plymouth
1164,"DYSON, Ruth",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1039,"EAST, Paul",45,New Zealand National Party,12/10/1996,General election,25/01/1999,Resigned,List
1080,"ELDER, Jack",45,New Zealand First Party,12/10/1996,General election,19/08/1998,Change in affiliation,List
1126,"ENGLISH, Bill",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Clutha-Southland
1165,"FIELD, Taito Phillip",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Māngere
1191,"FITZSIMONS, Jeanette",45,Alliance,12/10/1996,General election,7/09/1999,Re-elected,List
1127,"FLETCHER, Chris",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,Epsom
1081,"GERARD, Jim",45,New Zealand National Party,12/10/1996,General election,1/04/1997,Resigned,List
1192,"GILLON, Grant",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1063,"GOFF, Phil",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,New Lynn
1193,"GORDON, Liz",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1194,"GOSCHE, Vui Mark",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1082,"GRAHAM, Doug",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,List
1128,"GRESHAM, Peter",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,List
1195,"GROVER, Frank",45,Alliance,12/10/1996,General election,14/06/1999,Change in affiliation,List
1196,"HARRÉ, Laila",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1130,"HASLER, Marie",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Waitakere
1197,"HAWKE, Joe",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1131,"HAWKINS, George",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Manurewa
1168,"HENARE, Tau",45,New Zealand First Party,12/10/1996,General election,18/08/1998,Change in affiliation,Te Tai Tokerau
1198,"HERLIHY, Gavan",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Otago
1199,"HIDE, Rodney",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,List
1200,"HOBBS, Marian",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1133,"HODGSON, Pete",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Dunedin North
954,"HUNT, Jonathan",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1201,"JENNINGS, Owen",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,List
1083,"KEALL, Judy",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Ōtaki
1106,"KELLY, Graham",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Mana
1043,"KIDD, Doug",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Kaikōura
1084,"KING, Annette",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Rongotai
1202,"KIRTON, Neil",45,New Zealand First Party,12/10/1996,General election,27/06/1998,Change in affiliation,List
1203,"KOPU, Manu Alamein",45,Alliance,12/10/1996,General election,15/07/1997,Change in affiliation,List
1108,"KYD, Warren",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Hunua
1169,"LEE, Sandra",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1109,"LUXTON, Hon John",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Karapiro
1170,"MACKEY, Janet",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Mahia
1137,"MAHAREY, Steve",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Palmerston North
1204,"MAHUTA, Hon Nanaia",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1085,"MALLARD, Sir Rt Hon Trevor",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Hutt South
1205,"MAPP, Wayne",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,North Shore
1206,"MARK, Hon Ron",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Re-elected,List
1086,"MARSHALL, Denis",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,Rangitīkei
1088,"MAXWELL, Roger",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,List
1138,"MCCARDLE, Peter",45,New Zealand First Party,12/10/1996,General election,18/08/1998,Change in affiliation,List
1110,"MCCULLY, Murray",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Albany
1207,"MCDONALD, Robyn",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Defeated,List
1045,"MCKINNON, Don",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1208,"MCLEAN, Murray",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Defeated,Coromandel
996,"MOORE, Rt Hon Mike",45,New Zealand Labour Party,12/10/1996,General election,31/08/1999,Resigned,Waimakariri
1209,"MORGAN, Tukoroirangi",45,New Zealand First Party,12/10/1996,General election,18/08/1998,Change in affiliation,Te Tai Hauāuru
1210,"MORRIS, Deborah",45,New Zealand First Party,12/10/1996,General election,17/08/1998,Change in affiliation,List
1142,"NEESON, Brian",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Waipareira
1211,"NEWMAN, Muriel",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,List
1171,"O'CONNOR, Hon Damien",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,West Coast-Tasman
1091,"O'REGAN, Hon Katherine",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Defeated,List
1172,"PECK, Mark",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Invercargill
1047,"PETERS, Rt Hon Winston",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Re-elected,Tauranga
1173,"PETTIS, Jill",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Whanganui
1024,"PREBBLE, Richard",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,Wellington Central
1025,"QUIGLEY, Derek",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Retired,List
1145,"QUIGLEY, Joy",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Retired,List
1147,"REVELL, Ian",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Defeated,Northcote
1113,"ROBERTSON, H V Ross",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Manukau East
1212,"ROBSON, Matt",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1174,"ROY, Eric",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1150,"RYALL, Tony",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Bay of Plenty
1213,"SAMUELS, Dover",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1214,"SCHNAUER, Patricia",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Retired,List
1115,"SHIPLEY, Jenny",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Rakaia
1093,"SHIRLEY, Ken",45,ACT New Zealand,12/10/1996,General election,26/11/1999,Re-elected,List
1215,"SIMCOCK, Bob",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Hamilton West
1159,"SIMICH, Hon Clem",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Tāmaki
1151,"SMITH, Hon Dr Nick",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Nelson
1094,"SMITH, Lockwood",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Rodney
1152,"SOWRY, Roger",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1153,"STEEL, Tony",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Hamilton East
1117,"SUTHERLAND, Larry",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Retired,Christchurch East
1096,"SUTTON, Jim",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Aoraki
1154,"SWAIN, Paul",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Rimutaka
1216,"TE HEUHEU, Georgina",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1157,"TIZARD, Judith",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,Auckland Central
1217,"TURIA, Tariana",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1071,"UPTON, Simon",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1218,"VERNON, Belinda",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Maungakiekie
1219,"WAITAI, Rana",45,New Zealand First Party,12/10/1996,General election,18/08/1998,Change in affiliation,Te Puku O Te Whenua
1176,"WHITE, Jill",45,New Zealand Labour Party,12/10/1996,General election,19/11/1998,Resigned,List
1119,"WILLIAMSON, Maurice",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,Pakuranga
1220,"WONG, Pansy",45,New Zealand National Party,12/10/1996,General election,26/11/1999,Re-elected,List
1221,"WOOLERTON, R Doug",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Re-elected,List
1222,"WRIGHT, John",45,Alliance,12/10/1996,General election,26/11/1999,Re-elected,List
1223,"WYLLIE, Tutekawa",45,New Zealand First Party,12/10/1996,General election,26/11/1999,Defeated,Te Tai Tonga
1177,"YATES, Dianne",45,New Zealand Labour Party,12/10/1996,General election,26/11/1999,Re-elected,List
1224,"YOUNG, Annabel",45,New Zealand National Party,23/04/1997,List replacement,26/11/1999,Re-elected,List
1203,"KOPU, Manu Alamein",45,Independent,16/07/1997,Change in affiliation,24/05/1999,Change in affiliation,List
1225,"ARDERN, Shane",45,New Zealand National Party,2/05/1998,By-election,26/11/1999,Re-elected,Taranaki-King Country
1202,"KIRTON, Neil",45,Independent,28/06/1998,Change in affiliation,26/11/1999,Retired,List
1188,"DELAMERE, Tuariki John",45,Independent,18/08/1998,Change in affiliation,29/09/1999,Change in affiliation,Te Tai Rawhiti
1210,"MORRIS, Deborah",45,Independent,18/08/1998,Change in affiliation,20/12/1998,Resigned,List
1182,"BATTEN, Reverend Ann",45,Independent,19/08/1998,Change in affiliation,15/10/1999,Change in affiliation,List
1080,"ELDER, Jack",45,Independent,19/08/1998,Change in affiliation,14/10/1999,Change in affiliation,List
1168,"HENARE, Tau",45,Independent,19/08/1998,Change in affiliation,14/10/1999,Change in affiliation,Te Tai Tokerau
1138,"MCCARDLE, Peter",45,Independent,19/08/1998,Change in affiliation,26/11/1999,Retired,List
1209,"MORGAN, Tukoroirangi",45,Independent,19/08/1998,Change in affiliation,14/10/1999,Change in affiliation,Te Tai Hauāuru
1219,"WAITAI, Rana",45,Independent,19/08/1998,Change in affiliation,14/10/1999,Change in affiliation,Te Puku O Te Whenua
1226,"DUNCAN, Helen",45,New Zealand Labour Party,24/11/1998,List replacement,26/11/1999,Re-elected,List
1141,"MYLES, Gilbert",45,New Zealand First Party,21/12/1998,List replacement,26/11/1999,Defeated,List
1143,"NEILL, Alec",45,New Zealand National Party,26/01/1999,List replacement,26/11/1999,Defeated,List
1203,"KOPU, Manu Alamein",45,Mana Wahine Te Ira Tangata,25/05/1999,Change in affiliation,26/11/1999,Defeated,List
1195,"GROVER, Frank",45,Christian Heritage Party,15/06/1999,Change in affiliation,26/11/1999,Defeated,List
1188,"DELAMERE, Tuariki John",45,Te Tawharau,30/09/1999,Change in affiliation,26/11/1999,Defeated,Te Tai Rawhiti
1182,"BATTEN, Reverend Ann",45,Mauri Pacific,15/10/1999,Change in affiliation,26/11/1999,Defeated,List
1080,"ELDER, Jack",45,Mauri Pacific,15/10/1999,Change in affiliation,26/11/1999,Retired,List
1168,"HENARE, Tau",45,Mauri Pacific,15/10/1999,Change in affiliation,26/11/1999,Defeated,Te Tai Tokerau
1209,"MORGAN, Tukoroirangi",45,Mauri Pacific,15/10/1999,Change in affiliation,26/11/1999,Defeated,Te Tai Hauāuru
1219,"WAITAI, Rana",45,Mauri Pacific,15/10/1999,Change in affiliation,26/11/1999,Defeated,Te Puku O Te Whenua
1189,"DONALD, Rod",46,Green Party of Aotearoa / New Zealand,8/09/1999,General election,26/07/2002,Re-elected,List
1191,"FITZSIMONS, Jeanette",46,Green Party of Aotearoa / New Zealand,8/09/1999,General election,26/07/2002,Re-elected,Coromandel
1074,"ANDERTON, Hon Jim",46,Alliance,27/11/1999,General election,26/07/2002,Re-elected,Wigram
1225,"ARDERN, Shane",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Taranaki-King Country
1180,"AWATERE HUATA, Donna",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1161,"BARKER, Rick",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Tukituki
1181,"BARNETT, Tim",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Christchurch Central
1227,"BENSON-POPE, David",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Dunedin South
1228,"BEYER, Georgina",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Wairarapa
1122,"BRADFORD, Max",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,List
1229,"BRADFORD, Sue",46,Green Party of Aotearoa / New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1058,"BRAYBROOKE, Geoff",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Retired,Napier
1184,"BROWN, Peter",46,New Zealand First Party,27/11/1999,General election,26/07/2002,Re-elected,List
1185,"BROWNLEE, Hon Gerry",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Ilam
1186,"BUNKLE, Phillida",46,Alliance,27/11/1999,General election,26/07/2002,Retired,List
1162,"BURTON, Mark",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Taupō
1230,"CAMPBELL, Kevin",46,Alliance,27/11/1999,General election,27/02/2002,Retired,List
1163,"CARTER, Chris",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Te Atatū
1178,"CARTER, David",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,List
1101,"CARTER, John",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Northland
1231,"CHADWICK, Steve",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Rotorua
1060,"CLARK, Helen",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Mount Albert
1232,"COSGROVE, Clayton",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Waimakariri
1102,"CREECH, Wyatt",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Retired,List
1061,"CULLEN, Hon Sir Michael",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1233,"CUNLIFFE, David",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Titirangi
1125,"DALZIEL, Lianne",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Christchurch East
1190,"DONNELLY, Brian",46,New Zealand First Party,27/11/1999,General election,26/07/2002,Re-elected,List
1226,"DUNCAN, Helen",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1079,"DUNNE, Peter",46,United New Zealand ,27/11/1999,General election,15/11/2000,Change in affiliation,Ohariu-Belmont
1104,"DUYNHOVEN, Harry",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,New Plymouth
1164,"DYSON, Ruth",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Banks Peninsula
1234,"ECKHOFF, Gerrard",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1126,"ENGLISH, Bill",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Clutha-Southland
1235,"EWEN-STREET, Ian",46,Green Party of Aotearoa / New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1165,"FIELD, Taito Phillip",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Māngere
1236,"FRANKS, Stephen",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1166,"GALLAGHER, Martin",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Hamilton West
1192,"GILLON, Grant",46,Alliance,27/11/1999,General election,12/07/2002,Defeated,List
1063,"GOFF, Phil",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Mount Roskill
1193,"GORDON, Liz",46,Alliance,27/11/1999,General election,26/07/2002,Defeated,List
1194,"GOSCHE, Vui Mark",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Maungakiekie
1196,"HARRÉ, Laila",46,Alliance,27/11/1999,General election,26/07/2002,Defeated,List
1237,"HARTLEY, Ann",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Northcote
1130,"HASLER, Marie",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,List
1197,"HAWKE, Joe",46,New Zealand Labour Party,27/11/1999,General election,27/02/2002,Retired,List
1131,"HAWKINS, George",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Manurewa
1238,"HEATLEY, Phil",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Whangārei
1198,"HERLIHY, Gavan",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Defeated,Otago
1199,"HIDE, Rodney",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1200,"HOBBS, Marian",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Wellington Central
1133,"HODGSON, Pete",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Dunedin North
1239,"HOROMIA, Parekura",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Ikaroa-Rāwhiti
954,"HUNT, Jonathan",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,List
1240,"HUTCHISON, Paul",46,New Zealand National Party,27/11/1999,General election,26/07/2002,Re-elected,Port Waikato
1241,"JACKSON, Willie",46,Alliance,27/11/1999,General election,26/07/2002,Defeated,List
1201,"JENNINGS, Owen",46,ACT New Zealand,27/11/1999,General election,26/07/2002,Defeated,List
1083,"KEALL, Judy",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Retired,Ōtaki
1242,"KEDGLEY, Sue",46,Green Party of Aotearoa / New Zealand,27/11/1999,General election,26/07/2002,Re-elected,List
1106,"KELLY, Graham",46,New Zealand Labour Party,27/11/1999,General election,26/07/2002,Re-elected,Mana
